id,text,sentiment
1931,Completely overpriced for the quality of food served.,Negative
1932,A fantastic experience overall! Highly recommend trying the steak.,Positive
1933,The meal was average; I've had better at cheaper places.,Neutral
1934,A fantastic experience overall! Highly recommend trying the steak.,Positive
1935,The food was absolutely delicious and the service was excellent.,Positive
1936,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1937,"The drinks were amazing, and the presentation was beautiful.",Positive
1938,The meal was average; I've had better at cheaper places.,Neutral
1939,"The ambiance was too noisy, and it ruined the meal.",Negative
1940,The meal was average; I've had better at cheaper places.,Neutral
1941,A fantastic experience overall! Highly recommend trying the steak.,Positive
1942,It was worth every penny for such an incredible dining experience.,Positive
1943,A fantastic experience overall! Highly recommend trying the steak.,Positive
1944,The meal was average; I've had better at cheaper places.,Neutral
1945,It was worth every penny for such an incredible dining experience.,Positive
1946,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1947,The staff ignored us for most of the evening.,Negative
1948,The staff ignored us for most of the evening.,Negative
1949,"It was okay, nothing too special about the experience.",Neutral
1950,"The decor was fine, but nothing extraordinary.",Neutral
1951,The waitstaff was incredibly friendly and accommodating.,Positive
1952,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1953,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
1954,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1955,"The portions were generous, and the flavors were rich and satisfying.",Positive
1956,"The ambiance was too noisy, and it ruined the meal.",Negative
1957,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1958,"The decor was fine, but nothing extraordinary.",Neutral
1959,I left the restaurant hungry because the portions were too small.,Negative
1960,A fantastic experience overall! Highly recommend trying the steak.,Positive
1961,"The decor was fine, but nothing extraordinary.",Neutral
1962,"The drinks were amazing, and the presentation was beautiful.",Positive
1963,The live music added a lovely touch to the meal.,Positive
1964,The live music added a lovely touch to the meal.,Positive
1965,"The drinks were amazing, and the presentation was beautiful.",Positive
1966,"The restaurant was dirty, and the tableware was not clean.",Negative
1967,The overall experience was mediocre at best.,Neutral
1968,"Service was neither bad nor great, just average.",Neutral
1969,Completely overpriced for the quality of food served.,Negative
1970,"The decor was fine, but nothing extraordinary.",Neutral
1971,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
1972,The waitstaff was incredibly friendly and accommodating.,Positive
1973,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1974,I really enjoyed the dessert; it was the highlight of the evening.,Positive
1975,It was worth every penny for such an incredible dining experience.,Positive
1976,"The restaurant was dirty, and the tableware was not clean.",Negative
1977,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1978,A fantastic experience overall! Highly recommend trying the steak.,Positive
1979,Everything from the appetizers to the main course was perfect!,Positive
1980,The overall experience was mediocre at best.,Neutral
1981,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1982,"The portions were generous, and the flavors were rich and satisfying.",Positive
1983,"Service was neither bad nor great, just average.",Neutral
1984,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
1985,"The portions were generous, and the flavors were rich and satisfying.",Positive
1986,"Service was neither bad nor great, just average.",Neutral
1987,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
1988,"The restaurant was dirty, and the tableware was not clean.",Negative
1989,"The ambiance was too noisy, and it ruined the meal.",Negative
1990,"The portions were generous, and the flavors were rich and satisfying.",Positive
1991,It was worth every penny for such an incredible dining experience.,Positive
1992,"The food was inedible, and I felt sick afterward.",Negative
1993,It was worth every penny for such an incredible dining experience.,Positive
1994,A fantastic experience overall! Highly recommend trying the steak.,Positive
1995,Everything from the appetizers to the main course was perfect!,Positive
1996,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
1997,The live music added a lovely touch to the meal.,Positive
1998,"It was okay, nothing too special about the experience.",Neutral
1999,"Prices were reasonable, but the quality was lacking.",Neutral
2000,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2001,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2002,"It was okay, nothing too special about the experience.",Neutral
2003,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2004,"The service was unacceptable, and I wouldn't recommend this place.",Negative
2005,The live music added a lovely touch to the meal.,Positive
2006,The meal was average; I've had better at cheaper places.,Neutral
2007,"The decor was fine, but nothing extraordinary.",Neutral
2008,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2009,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2010,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
2011,"The drinks were amazing, and the presentation was beautiful.",Positive
2012,I left the restaurant hungry because the portions were too small.,Negative
2013,"The restaurant was dirty, and the tableware was not clean.",Negative
2014,The live music added a lovely touch to the meal.,Positive
2015,"The ambiance was too noisy, and it ruined the meal.",Negative
2016,It’s just a typical place to grab a bite—nothing memorable.,Neutral
2017,"The ambiance was too noisy, and it ruined the meal.",Negative
2018,"The drinks were amazing, and the presentation was beautiful.",Positive
2019,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
2020,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2021,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
2022,"The ambiance was too noisy, and it ruined the meal.",Negative
2023,"Prices were reasonable, but the quality was lacking.",Neutral
2024,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
2025,"The restaurant was dirty, and the tableware was not clean.",Negative
2026,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
2027,"The ambiance was too noisy, and it ruined the meal.",Negative
2028,It was worth every penny for such an incredible dining experience.,Positive
2029,The waitstaff was incredibly friendly and accommodating.,Positive
2030,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
2031,The waitstaff was incredibly friendly and accommodating.,Positive
2032,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
